Id,Locale,Question,Categories,Question type,Answer type,Selector type,vertical_options subtypes,two_horizontal_options subtypes,A,B,C,D
,EN,Is it easy for you to show your affection to other people?,Relations,message,message,two_horizontal_options,,Detailed,"Yes, I openly express ","No, it's hard for me ",,
332,RU,Ты любишь экспериментировать в любви?,Relations,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you like to experiment in love?,Relations,message,message,two_horizontal_options,,Yes/No,Yes,No,,
333,RU,Каким образом ты привык проявлять любовь больше?,Elements,message,message,vertical_options,regular,,Подарками,Словами,Затрудняюсь ответить,
,EN,How do you show love more?,Elements,message,message,vertical_options,regular,,Gifts,Words,Difficult to answer,
334,RU,"Ты чувствуешь себя некомфортно, когда нужно выражать свои эмоции?",Priorities,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you feel uncomfortable when you have to express your emotions?,Priorities,message,message,two_horizontal_options,,Yes/No,Yes,No,,
335,RU,Как ты обычно разговариваешь с собеседником?,Relations,message,message,vertical_options,regular,,"Громко, на близком расстоянии","Со своими людьми - открыто, с чужими - наоборот",Сдержанно и холодно,"Эмоционально, с юмором"
,EN,How do you usually talk to a person?,Relations,message,message,vertical_options,regular,,"Loud, at close range","With close people - openly, with strangers not",Restrained and cold,"Emotional, humorous"
336,RU,"Ты купил смартфон, который вдруг ""заглючил"". Твои действия?",Priorities,message,message,vertical_options,regular,,Несу обратно в магазин,"Начинаю винить себя, что гаджет вышел из строя",Пытаюсь самостоятельно устранить проблему,Обращаюсь к компетентному человеку
,EN,You bought a smartphone that suddenly turned off. Your actions?,Priorities,message,message,vertical_options,regular,,I'm taking it back to the store,I start to blame myself ,Trying to fix the problem myself,Contact a competent person
337,RU,Тебя когда-нибудь обманывал твой лучший друг?,Relations,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Have your best friend ever lied to you?,Relations,message,message,two_horizontal_options,,Yes/No,Yes,No,,
338,RU,"Неделя была загруженной, ты чувствуешь усталость. Как проведёшь выходные?",Introversion/Extraversion,message,message,two_horizontal_options,,Detailed,"Наберу друзьям, предложу встретиться","Переведу телефон в авиарежим, останусь дома",,
,EN,The week was busy and you are tired. How will you spend your weekend?,Introversion/Extraversion,message,message,two_horizontal_options,,Detailed,I'll call my friends and invite to meet,"Switch off my phone, stay at home",,
339,RU,Какое из двух описаний тебе больше подходит?,Rational/Irrational,message,message,vertical_options,regular,,"Для меня важно то, что происходит здесь и сейчас",Я люблю мечтать и сочинять сценарии грядущих событий,Затрудняюсь ответить,
,EN,Which of the two descriptions suits you best?,Rational/Irrational,message,message,vertical_options,regular,,What is happening here and now is matters to me,I love dreaming and scheduling future events,Difficult to answer,
340,RU,Ты веришь в любовь с первого взгляда?,Relations,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you believe in love at first sight?,Relations,message,message,two_horizontal_options,,Yes/No,Yes,No,,
341,RU,Какой ты человек?,Elements,message,message,vertical_options,regular,,Я предпочитаю составить план и потом следовать ему,Я переполнен детской энергией и жизнерадостностью,"Я тактиченый, деликатный и вежливый человек в с другими",Я люблю принимать вызовы и конкурировать
